Слово: Abadsqaja, Не найдено подходящих лемм
Слово: məxrivənɩ, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxrivənь, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxruvɩlə, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxrəvta, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxrəvte, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxrəvtə, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxuljatь, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxullətь, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxulte, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxultə, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxxeta, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxxətə, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxxɩɩ, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxzax, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxzeta, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxzi, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxziji, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxzijənə, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxzujeil, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxzujila, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxzujina, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxzujini, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxzujo, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxzujɩna, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxzujьna, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxzujьnə, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxzutili, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxzəj, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxzəjani, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxzəjati, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxzəjatь, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxzəjta, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxzəjtə, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxzəjə, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxzəjətь, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxzəta, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxzətə, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxzəx, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxzɩlɩ, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
Слово: məxzь, Лемма: məx (100.0%), не совпало по гласным (совпадение гласных 0.0%)
