Слово: Aden, Предложенная лемма: denə (100.0%)
Слово: partija, Предложенная лемма: preta (100.0%)
Слово: partiji, Предложенная лемма: pərtuli (88.9%)
Слово: partijə, Предложенная лемма: prəjə (77.8%)
Слово: partijəja, Предложенная лемма: prijşə (70.0%)
Слово: partijəji, Предложенная лемма: prijşə (70.0%)
Слово: partizan, Предложенная лемма: preta (100.0%)
Слово: partizoni, Предложенная лемма: prizlə (70.0%)
Слово: partizənь, Предложенная лемма: prizlə (70.0%)
Слово: partɩa, Предложенная лемма: preta (100.0%)
Слово: parşxətə, Предложенная лемма: parşa (100.0%)
Слово: pasažьr, Предложенная лемма: pisqar (75.0%)
Слово: pasetə, Предложенная лемма: paseta (100.0%)
Слово: pasipisti, Предложенная лемма: pasport (80.0%)
Слово: paslǝ, Предложенная лемма: pьsla (100.0%)
Слово: pasmuplixa, Предложенная лемма: pasulь (70.0%)
Слово: passeta, Предложенная лемма: paseta (77.8%)
Слово: pasujatь, Предложенная лемма: pasujь (100.0%)
Слово: pasultə, Предложенная лемма: pasulta (100.0%)
Слово: pasultɩ, Предложенная лемма: pasulta (100.0%)
Слово: pasьstaja, Предложенная лемма: psaja (70.0%)
Слово: pasьstь, Предложенная лемма: paseta (77.8%)
Слово: patronь, Предложенная лемма: atruna (66.7%)
Слово: patьj, Предложенная лемма: pajda (62.5%)
Слово: pavanə, Предложенная лемма: pava (100.0%)
Слово: pavanɩ, Предложенная лемма: pava (100.0%)
Слово: pavarь, Предложенная лемма: pava (100.0%)
Слово: pavona, Предложенная лемма: pava (100.0%)
Слово: pavə, Предложенная лемма: pava (100.0%)
Слово: pavəni, Предложенная лемма: pava (100.0%)
Слово: pavənɩ, Предложенная лемма: pava (100.0%)
Слово: paxlə, Предложенная лемма: paxalta (100.0%)
Слово: paış, Предложенная лемма: paşa (100.0%)
Слово: paşij, Предложенная лемма: paşa (100.0%)
Слово: paşisti, Предложенная лемма: paşa (100.0%)
Слово: paşizm, Предложенная лемма: paşa (100.0%)
Слово: paşrəni, Предложенная лемма: paşa (100.0%)
Слово: paşulə, Предложенная лемма: paşa (100.0%)
Слово: paşxi, Предложенная лемма: paşa (100.0%)
Слово: paşızm, Предложенная лемма: paşa (100.0%)
Слово: paşə, Предложенная лемма: paşa (100.0%)
Слово: paşən, Предложенная лемма: paşa (100.0%)
Слово: paşəxtə, Предложенная лемма: paşa (100.0%)
Слово: paşɩstəja, Предложенная лемма: paşa (100.0%)
Слово: paşьstaja, Предложенная лемма: paşa (100.0%)
Слово: paşьsteta, Предложенная лемма: paşa (100.0%)
Слово: paşьstə, Предложенная лемма: paşa (100.0%)
Слово: paşьstь, Предложенная лемма: paşa (100.0%)
Слово: paşьstьj, Предложенная лемма: paşa (100.0%)
Слово: paşьzm, Предложенная лемма: paşa (100.0%)
Слово: paşьştaneta, Предложенная лемма: paşa (100.0%)
Слово: paɩş, Предложенная лемма: paşa (100.0%)
Слово: pcalta, Предложенная лемма: pcala (100.0%)
Слово: pederasija, Предложенная лемма: operəsijə/operasijə (70.0%)
Слово: pederatsija, Предложенная лемма: operəsijə/operasijə (63.6%)
Слово: pederatsije, Предложенная лемма: operəsijə/operasijə (63.6%)
Слово: pensija, Предложенная лемма: psaja (66.7%)
Слово: perensija, Предложенная лемма: operəsijə/operasijə (80.0%)
Слово: permeri, Предложенная лемма: parmeta (88.9%)
Слово: peso, Предложенная лемма: pasport (100.0%)
Слово: pest, Предложенная лемма: paseta (100.0%)
Слово: peşa, Предложенная лемма: paşa (100.0%)
Слово: peşil, Предложенная лемма: pəşuri (75.0%)
Слово: peşivə, Предложенная лемма: pivə (62.5%)
Слово: peşli, Предложенная лемма: pəşuri (75.0%)
Слово: peşəva, Предложенная лемма: paşa (100.0%)
Слово: pieso, Предложенная лемма: pisqə (100.0%)
Слово: piglun, Предложенная лемма: palan (66.7%)
Слово: pijavina, Предложенная лемма: pjaca (66.7%)
Слово: pijli, Предложенная лемма: ijli (62.5%)
Слово: pijşiva, Предложенная лемма: paşvaz (66.7%)
Слово: pijənij, Предложенная лемма: pjəninə (88.9%)
Слово: pijəta, Предложенная лемма: pitjə (62.5%)
Слово: pilşə, Предложенная лемма: pəllə (75.0%)
Слово: pioner, Предложенная лемма: pirə (62.5%)
Слово: pioneri, Предложенная лемма: pinəcij (75.0%)
Слово: piqdili, Предложенная лемма: pəqudi (100.0%)
Слово: piqli, Предложенная лемма: piqqə (75.0%)
Слово: piqori, Предложенная лемма: piqqə (75.0%)
Слово: pirmə, Предложенная лемма: pirə (100.0%)
Слово: pisht, Предложенная лемма: paseta (77.8%)
Слово: pitjı, Предложенная лемма: pitjə (100.0%)
Слово: pitjь, Предложенная лемма: pitjə (100.0%)
Слово: pitvi, Предложенная лемма: pitvə (100.0%)
Слово: pixlun, Предложенная лемма: puxun (77.8%)
Слово: pixta, Предложенная лемма: paxalta (75.0%)
Слово: pizəlun, Предложенная лемма: puzə (100.0%)
Слово: piışlun, Предложенная лемма: palan (66.7%)
Слово: pişi, Предложенная лемма: pəşuri (100.0%)
Слово: pişina, Предложенная лемма: paşa (100.0%)
Слово: pişinə, Предложенная лемма: şintə (62.5%)
Слово: pişiva, Предложенная лемма: paşa (100.0%)
Слово: pişivə, Предложенная лемма: pivə (62.5%)
Слово: pişla, Предложенная лемма: paşa (100.0%)
Слово: pişlilə, Предложенная лемма: şlələ (66.7%)
Слово: pişlı, Предложенная лемма: şal (62.5%)
Слово: pişləj, Предложенная лемма: pləjə (66.7%)
Слово: pişta, Предложенная лемма: paşa (100.0%)
Слово: pişunə, Предложенная лемма: pşuqə (75.0%)
Слово: pişvijə, Предложенная лемма: şvijtə (66.7%)
Слово: pişţiva, Предложенная лемма: paşa (100.0%)
Слово: pişьlli, Предложенная лемма: pьllan (66.7%)
Слово: pișjna, Предложенная лемма: ajna (62.5%)
Слово: pjurtə, Предложенная лемма: uprə (62.5%)
Слово: pjəsdə, Предложенная лемма: pjəjə (66.7%)
Слово: pkile, Предложенная лемма: pikkir (75.0%)
Слово: pktəvi, Предложенная лемма: ktəvə (66.7%)
Слово: pkьlə, Предложенная лемма: pəllə (62.5%)
Слово: plaga, Предложенная лемма: pal (100.0%)
Слово: plage, Предложенная лемма: pal (100.0%)
Слово: plan, Предложенная лемма: palan (100.0%)
Слово: planaja, Предложенная лемма: palaşaja (66.7%)
Слово: plane, Предложенная лемма: palan (100.0%)
Слово: planoxun, Предложенная лемма: palan (100.0%)
Слово: plans, Предложенная лемма: palan (100.0%)
Слово: planu, Предложенная лемма: palan (100.0%)
Слово: planə, Предложенная лемма: palan (100.0%)
Слово: planən, Предложенная лемма: palan (100.0%)
Слово: planь, Предложенная лемма: palan (100.0%)
Слово: plaqatь, Предложенная лемма: pal (100.0%)
Слово: plasto, Предложенная лемма: pal (100.0%)
Слово: plattə, Предложенная лемма: pal (100.0%)
