Слово: salьmun, Предложенная лемма: salmanta (100.0%)
Слово: duraşa, Предложенная лемма: draşa (100.0%)
Слово: krьsţьjanuta, Предложенная лемма: krьsţjana (100.0%)
Слово: vьrrь, Предложенная лемма: rerь (62.5%)
Слово: şuxlippə, Предложенная лемма: şuxləpə (100.0%)
Слово: sippətu, Предложенная лемма: sipə (100.0%)
Слово: dxirrij, Предложенная лемма: dax (100.0%)
Слово: rusqь, Предложенная лемма: rastь (75.0%)
Слово: gəşuql, Предложенная лемма: gəşuqi (100.0%)
Слово: вьţţanovax, Предложенная лемма: вţana (77.8%)
Слово: guptə, Предложенная лемма: guвtə (100.0%)
Слово: mənjixəxli, Предложенная лемма: mənij (100.0%)
Слово: zьlja, Предложенная лемма: zlumja (75.0%)
Слово: vasja, Предложенная лемма: vaj (62.5%)
Слово: qurtьlь, Предложенная лемма: qurв (66.7%)
Слово: mujili, Предложенная лемма: məjuji (75.0%)
Слово: polisəjə, Предложенная лемма: pləjə (77.8%)
Слово: вtannь, Предложенная лемма: вanna (66.7%)
Слово: sançujь, Предложенная лемма: sançuj (100.0%)
Слово: вruzi, Предложенная лемма: вəruzə (100.0%)
Слово: mirrij, Предложенная лемма: marrujь (100.0%)
Слово: xizjinə, Предложенная лемма: xəzejin (100.0%)
Слово: gərvəstu, Предложенная лемма: gərtə (70.0%)
Слово: saxlьxь, Предложенная лемма: sax (100.0%)
Слово: pənçəti, Предложенная лемма: pənçə (100.0%)
Слово: вurinç, Предложенная лемма: вirrinç (100.0%)
Слово: sənnət, Предложенная лемма: səndənə (66.7%)
Слово: gənijzi, Предложенная лемма: gən (100.0%)
Слово: tammьma, Предложенная лемма: tamma (100.0%)
Слово: ţaьnna, Предложенная лемма: ьnana (62.5%)
Слово: əzin, Предложенная лемма: zi (100.0%)
Слово: toparto, Предложенная лемма: top (100.0%)
Слово: şvuk, Предложенная лемма: min (75.0%)
Слово: rьdjovax, Предложенная лемма: rdaxa (70.0%)
Слово: sippətij, Предложенная лемма: sipə (100.0%)
Слово: şţiqlə, Предложенная лемма: şqələ (66.7%)
Слово: şlijqi, Предложенная лемма: şlijxə (88.9%)
Слово: pullь, Предложенная лемма: pallunь (100.0%)
Слово: saplupь, Предложенная лемма: sapa (100.0%)
Слово: xtijmu, Предложенная лемма: ixtijar (88.9%)
Слово: mattь, Предложенная лемма: matta (100.0%)
Слово: вijşi, Предложенная лемма: вijşə (100.0%)
Слово: mərqu, Предложенная лемма: mərqudi (100.0%)
Слово: sərədər, Предложенная лемма: sərdər (100.0%)
Слово: вьrşamova, Предложенная лемма: вorş (100.0%)
Слово: ţleto, Предложенная лемма: ţla (100.0%)
Слово: вirjinə, Предложенная лемма: вirjutə (88.9%)
Слово: iskuləji, Предложенная лемма: kləjə (66.7%)
Слово: mţьia, Предложенная лемма: am (100.0%)
Слово: spai, Предложенная лемма: sapa (100.0%)
Слово: qurвənə, Предложенная лемма: qurв (100.0%)
Слово: pijlə, Предложенная лемма: ijlənə (62.5%)
Слово: вusat, Предложенная лемма: вut (62.5%)
Слово: məşluji, Предложенная лемма: məşluji (100.0%)
Слово: şulixli, Предложенная лемма: şula (100.0%)
Слово: qsьla, Предложенная лемма: asla (62.5%)
Слово: aralьh, Предложенная лемма: ara (100.0%)
Слово: garag, Предложенная лемма: garug (100.0%)
Слово: rьzza, Предложенная лемма: rьzzaja (75.0%)
Слово: arxalьxxu, Предложенная лемма: arxalьx (100.0%)
Слово: ltarra, Предложенная лемма: tarra (66.7%)
Слово: çoçin, Предложенная лемма: çins (62.5%)
Слово: вurƶuji, Предложенная лемма: вurça (66.7%)
Слово: mumtita, Предложенная лемма: matta (66.7%)
Слово: halвax, Предложенная лемма: ha (100.0%)
Слово: mpulad, Предложенная лемма: pulad (66.7%)
Слово: axlьjva, Предложенная лемма: xьljuva (100.0%)
Слово: вьxlaso, Предложенная лемма: xlasa (66.7%)
Слово: ahasь, Предложенная лемма: aha (100.0%)
Слово: məxni, Предложенная лемма: məx (100.0%)
Слово: məşkir, Предложенная лемма: məşq (66.7%)
Слово: musvьjelun, Предложенная лемма: masvьjana (90.9%)
Слово: hərhirəni, Предложенная лемма: hər (100.0%)
Слово: lijpovə, Предложенная лемма: lijpə (100.0%)
Слово: məqjupi, Предложенная лемма: məqudi (66.7%)
Слово: gejmə, Предложенная лемма: jəmə (62.5%)
Слово: xirpi, Предложенная лемма: xirвə (75.0%)
Слово: veran, Предложенная лемма: vara (100.0%)
Слово: şəqlijlə, Предложенная лемма: şəq (100.0%)
Слово: çapajьəvidlun, Предложенная лемма: çapaja (100.0%)
Слово: ţumralьj, Предложенная лемма: ţmara (100.0%)
Слово: maqrьţьnnь, Предложенная лемма: maqruţь (100.0%)
Слово: masjadta, Предложенная лемма: masjatta (90.0%)
Слово: xişşələ, Предложенная лемма: xişşə (100.0%)
Слово: planьj, Предложенная лемма: palan (100.0%)
Слово: heminəni, Предложенная лемма: heməntə (88.9%)
Слово: mumţьtula, Предложенная лемма: mamţeta (100.0%)
Слово: kəpli, Предложенная лемма: kəpik (75.0%)
Слово: ləzi, Предложенная лемма: lə (100.0%)
Слово: əhməqi, Предложенная лемма: həqə (62.5%)
Слово: qaţuna, Предложенная лемма: qaţţana (75.0%)
Слово: açuвьva, Предложенная лемма: açuвь (100.0%)
Слово: pulţьva, Предложенная лемма: plaţa (100.0%)
Слово: xljso, Предложенная лемма: xiljə (100.0%)
Слово: məptilun, Предложенная лемма: məptul (100.0%)
Слово: minxini, Предложенная лемма: mənxiqənə (88.9%)
Слово: mijçə, Предложенная лемма: mijjə (75.0%)
Слово: ijnun, Предложенная лемма: ojun (100.0%)
Слово: pukreli, Предложенная лемма: pəkuri (100.0%)
Слово: qţьjluva, Предложенная лемма: qţaja (100.0%)
Слово: ruppa, Предложенная лемма: rpapa (100.0%)
Слово: gungizivin, Предложенная лемма: gungə (100.0%)
Слово: xmişetə, Предложенная лемма: xəmetə (77.8%)
Слово: tunili, Предложенная лемма: tund (75.0%)
Слово: həsrətutə, Предложенная лемма: həsrət (100.0%)
Слово: pjəşili, Предложенная лемма: pjəşə (100.0%)
Слово: mulpijlij, Предложенная лемма: mulə (100.0%)
Слово: kərвənəqurвinni, Предложенная лемма: kərвə (100.0%)
Слово: murrьşşa, Предложенная лемма: marra (100.0%)
Слово: șintən, Предложенная лемма: in (100.0%)
Слово: nətəlqəşə, Предложенная лемма: nətə (100.0%)
Слово: lxdə, Предложенная лемма: milxə (75.0%)
Слово: mьsţana, Предложенная лемма: mesana (77.8%)
Слово: mingirri, Предложенная лемма: ginvit (80.0%)
Слово: jətvijvə, Предложенная лемма: ijtə (100.0%)
Слово: gəngizzin, Предложенная лемма: gən (100.0%)
Слово: xlьjso, Предложенная лемма: xlьjma (66.7%)
Слово: susjəti, Предложенная лемма: susi (100.0%)
Слово: draвa, Предложенная лемма: draja (75.0%)
Слово: çuvəв, Предложенная лемма: çuvaв (100.0%)
Слово: supqu, Предложенная лемма: spəqə (100.0%)
Слово: qməxə, Предложенная лемма: məx (62.5%)
Слово: mьşţuluhьm, Предложенная лемма: muşţulux (100.0%)
Слово: вetilə, Предложенная лемма: вetə (100.0%)
Слово: тremma, Предложенная лемма: rama (100.0%)
Слово: çəlil, Предложенная лемма: çəldi (75.0%)
Слово: qurdəiə, Предложенная лемма: qurdəjə (100.0%)
